num,name_pt,name_zh,cas,ec
538,"Gás residual (petróleo), do separador da nafta do reforming catalítico, se contiver > 0,1 % (m/m) de butadieno",催化重整石脑油分离器残余气（含丁二烯>0.1% m/m）,68478-27-3,270-807-2
539,"Gás residual (petróleo), do estabilizador de nafta do reforming catalítico, se contiver > 0,1 % (m/m) de butadieno",催化重整石脑油稳定塔残余气（含丁二烯>0.1% m/m）,68478-28-4,270-808-8
540,"Gás residual (petróleo), do separador da unidade de tratamento com hidrogênio de destilados de cracking, se contiver > 0,1 % (m/m) de butadieno",裂化馏分加氢处理装置分离器残余气（含丁二烯>0.1% m/m）,68478-29-5,270-809-3
541,"Gás residual (petróleo), do separador da nafta de destilação directa hidrogenodessulfurizada, se contiver > 0,1 % (m/m) de butadieno",直馏加氢脱硫石脑油分离器残余气（含丁二烯>0.1% m/m）,68478-30-8,270-810-9
542,"Gás residual (petróleo), saturado de várias origens, rico em C4, se contiver > 0,1 % (m/m) de butadieno",多来源饱和石油残余气（富C4，含丁二烯>0.1% m/m）,68478-32-0,270-813-5
543,"Gás residual (petróleo), saturado da unidade recuperação de gases, rico em C1-2, se contiver > 0,1 % (m/m) de butadieno",气体回收装置饱和残余气（富C1-2，含丁二烯>0.1% m/m）,68478-33-1,270-814-0
544,"Gás residual (petróleo), do cracker térmico dos resíduos de vácuo, se contiver > 0,1 % (m/m) de butadieno",真空残渣热裂化装置残余气（含丁二烯>0.1% m/m）,68478-34-2,270-815-6
545,"Hidrocarbonetos, ricos em C3-4, destilado do petróleo, se contiverem > 0,1 % (m/m) de butadieno",石油馏分（富C3-4，含丁二烯>0.1% m/m）,68512-91-4,270-990-9
546,"Gases (petróleo), de cabeça do estabilizador do reforming catalítico da nafta de destilação directa, se contiverem > 0,1 % (m/m) de butadieno",直馏石脑油催化重整稳定塔塔顶气（含丁二烯>0.1% m/m）,68513-14-4,270-999-8
547,"Gases (petróleo), do desexanizador da nafta de destilação directa, se contiverem > 0,1 % (m/m) de butadieno",直馏石脑油脱己烷塔气（含丁二烯>0.1% m/m）,68513-15-5,271-000-8
548,"Gases (petróleo), do despropanizador de um processo de hidrocracking, ricos em hidrocarbonetos, se contiverem > 0,1 % (m/m) de butadieno",加氢裂化脱丙烷塔气（富烃，含丁二烯>0.1% m/m）,68513-16-6,271-001-3
549,"Gases (petróleo), do estabilizador da nafta leve de destilação directa, se contiverem > 0,1 % (m/m) de butadieno",直馏轻石脑油稳定塔气（含丁二烯>0.1% m/m）,68513-17-7,271-002-9
550,"Gases (petróleo), do tanque de flash a alta pressão do efluente do reformer, se contiverem > 0,1 % (m/m) de butadieno",重整流出物高压闪蒸罐气（含丁二烯>0.1% m/m）,68513-18-8,271-003-4
551,"Gases (petróleo), do tanque de flash a baixa pressão do efluente do reformer, se contiverem > 0,1 % (m/m) de butadieno",重整流出物低压闪蒸罐气（含丁二烯>0.1% m/m）,68513-19-9,271-005-5
552,"Resíduos (petróleo), do splitter da alquilação, ricos em C4, se contiverem > 0,1 % (m/m) de butadieno",烷基化分馏塔残渣（富C4，含丁二烯>0.1% m/m）,68513-66-6,271-010-2
553,"Hidrocarbonetos, C1-4, se contiverem > 0,1 % (m/m) de butadieno",烃类（C1-4，含丁二烯>0.1% m/m）,68514-31-8,271-032-2
554,"Hidrocarbonetos, C1-4, tratados (sweetened), se contiverem > 0,1 % (m/m) de butadieno",精制烃类（C1-4，含丁二烯>0.1% m/m）,68514-36-3,271-038-5
555,"Gases (petróleo), da destilação de gás de refinaria, se contiverem > 0,1 % (m/m) de butadieno",炼厂气蒸馏气（含丁二烯>0.1% m/m）,68527-15-1,271-258-1
556,"Hidrocarbonetos, C1-3, se contiverem > 0,1 % (m/m) de butadieno",烃类（C1-3，含丁二烯>0.1% m/m）,68527-16-2,271-259-7
557,"Hidrocarbonetos, C1-4, fração do desbutanizador, se contiverem > 0,1 % (m/m) de butadieno",烃类（C1-4，脱丁烷塔馏分，含丁二烯>0.1% m/m）,68527-19-5,271-261-8
558,"Gases (petróleo), de cabeça do despentanizador da unidade de tratamento com hidrogênio da unidade de benzeno, se contiverem > 0,1 % (m/m) de butadieno",苯装置加氢处理单元脱戊烷塔塔顶气（含丁二烯>0.1% m/m）,68602-82-4,271-623-5
559,"Gases (petróleo), C1-5, húmidos, se contiverem > 0,1 % (m/m) de butadieno",湿石油气（C1-5，含丁二烯>0.1% m/m）,68602-83-5,271-624-0
560,"Gases (petróleo), da coluna de absorção secundária, do fracionador dos produtos de cabeça do cracker catalítico de leito fluidizado, se contiverem > 0,1 % (m/m) de butadieno",流化床催化裂化塔顶产品分馏塔二次吸收塔气（含丁二烯>0.1% m/m）,68602-84-6,271-625-6
561,"Hidrocarbonetos, C2-4, se contiverem > 0,1 % (m/m) de butadieno",烃类（C2-4，含丁二烯>0.1% m/m）,68606-25-7,271-734-9
562,"Hidrocarbonetos, C3, se contiverem > 0,1 % (m/m) de butadieno",烃类（C3，含丁二烯>0.1% m/m）,68606-26-8,271-735-4
563,"Gases (petróleo), de alimentação da alquilação, se contiverem > 0,1 % (m/m) de butadieno",烷基化进料气（含丁二烯>0.1% m/m）,68606-27-9,271-737-5
564,"Gases (petróleo), do fracionamento dos produtos de cauda do despropanizador, se contiverem > 0,1 % (m/m) de Butadieno",脱丙烷塔塔底产品分馏气（含丁二烯>0.1% m/m）,68606-34-8,271-742-2
565,"Produtos petrolíferos, gases de refinaria, se contiverem > 0,1 % (m/m) de butadieno",石油产品、炼厂气（含丁二烯>0.1% m/m）,68607-11-4,271-750-6
566,"Gases (petróleo), do separador de baixa pressão do hidrocracking, se contiverem > 0,1 % (m/m) de butadieno",加氢裂化低压分离器气（含丁二烯>0.1% m/m）,68783-06-2,272-182-1
567,"Gases (petróleo), de mistura gases da refinaria, se contiverem > 0,1 % (m/m) de butadieno",炼厂混合气（含丁二烯>0.1% m/m）,68783-07-3,272-183-7
568,"Gases (petróleo), do cracking catalítico, se contiverem > 0,1 % (m/m) de butadieno",催化裂化气（含丁二烯>0.1% m/m）,68783-64-2,272-203-4
569,"Gases (petróleo), C2-4, tratados (sweetened), se contiverem > 0,1 % (m/m) de butadieno",精制石油气（C2-4，含丁二烯>0.1% m/m）,68783-65-3,272-205-5
570,"Gases (petróleo), de refinaria, se contiverem > 0,1 % (m/m) de butadieno",炼厂气（含丁二烯>0.1% m/m）,68814-67-5,272-338-9
571,"Gases (petróleo), do separador dos produtos do platformer, se contiverem > 0,1 % (m/m) de butadieno",铂重整产品分离器气（含丁二烯>0.1% m/m）,68814-90-4,272-343-6
572,"Gases (petróleo), estabilizador para o despentanizador de querosene com enxofre tratado com hidrogênio, se contiverem > 0,1 % (m/m) de butadieno",加氢脱硫煤油脱戊烷塔稳定塔气（含丁二烯>0.1% m/m）,68911-58-0,272-775-5
573,"Gases (petróleo), tanque de expansão súbita para querosene com enxofre tratado com hidrogênio, se contiverem > 0,1 % (m/m) de butadieno",加氢脱硫煤油急骤膨胀罐气（含丁二烯>0.1% m/m）,68911-59-1,-
574,"Gases (petróleo), do fracionamento de petróleo bruto, se contiverem > 0,1 % (m/m) de butadieno",原油分馏气（含丁二烯>0.1% m/m）,68918-99-0,272-871-7
575,"Gases (petróleo), do desexanizador, se contiverem > 0,1 % (m/m) de butadieno",脱己烷塔气（含丁二烯>0.1% m/m）,68919-00-6,272-872-2
576,"Gases (petróleo), do stripper do destilado da dessulfurização unifiner, se contiverem > 0,1 % (m/m) de butadieno",Unifiner脱硫馏分汽提塔气（含丁二烯>0.1% m/m）,68919-01-7,272-873-8
