num,name_pt,name_zh,cas,ec
641,Benzo (e)acefenantrileno,苯并(e)醋菲烯,205-99-2,205-911-9
642,Benzo(k)fluoranteno,苯并(k)荧蒽,207-08-9,205-916-6
643,Criseno,䓛,218-01-9,205-923-4
644,2-Bromopropano,2-溴丙烷,75-26-3,200-855-1
645,Tricloroetileno,三氯乙烯,79-01-6,201-167-4
646,"1,2-Dibromo-3-cloropropano",1,96-12-8,202-479-3
647,"2,3-Dibromopropano-1-ol",2,96-13-9,202-480-9
648,"1,3-Dicloropropano-2-ol",1,96-23-1,202-491-9
649,"α,α,α-Triclorotolueno",α,98-07-7,202-634-5
650,α-Clorotolueno,α-氯甲苯,100-44-7,202-853-6
651,"1,2-Dibromoetano",1,106-93-4,203-444-5
652,Hexaclorobenzeno,六氯苯,118-74-1,204-273-9
653,Bromoetileno,溴乙烯,593-60-2,209-800-6
654,"1,4-Diclorobut-2-eno",1,764-41-0,212-121-8
655,Metiloxirano,甲基环氧乙烷（环氧丙烷）,75-56-9,200-879-2
656,(Epoxietil)benzeno,苯基环氧乙烷（环氧乙基苯）,96-09-3,202-476-7
657,"1-Cloro-2,3-epoxipropano",1-氯-2,106-89-8,203-439-8
658,"(R)-1-cloro-2,3-epoxipropano",(R)-1-氯-2,51594-55-9,424-280-2
659,"1,2-Epoxi-3-fenoxipropano",1,122-60-1,204-557-2
660,"2,3-Epoxipropano-1-ol",2,556-52-5,209-128-3
661,"R-2,3-epoxi-1-propanol",R-2,57044-25-4,404-660-4
662,"2,2'-Bioxirano",2,1464-53-5,215-979-1
663,"(2RS,3RS)-3-(2-clorofenil)-2-(4-fluorofenil)-[(1H- 1,2,4-triazol-1-il)metil]oxirano; epoxiconazol","(2RS,3RS)-3-(2-氯苯基)-2-(4-氟苯基)-[(1H-1,2,4-三唑-1-基)甲基]环氧乙烷；环氧康唑",133855-98-8,406-850-2
664,Éter clorometilmetilico,氯甲基甲基醚,107-30-2,203-480-1
665,2-Metoxietanol e seu acetato 109-86-4 / 110-49-6 203-713-7/,2-甲氧基乙醇及其乙酸酯,203-,772-9
666,2-Etoxietanol e seu acetato 110-80-5 / 111-15-9 203-804-1/,2-乙氧基乙醇及其乙酸酯,203-,839-2
667,"Oxibis[clorometano], éter bis(clorometílico)",双(氯甲基)醚,542-88-1,208-832-8
668,2-Metoxipropanol,2-甲氧基丙醇,1589-47-5,216-455-5
669,Propiolactona,丙内酯,57-57-8,200-340-1
670,Cloreto de dimetilcarbamoíla,二甲氨基甲酰氯,79-44-7,201-208-6
671,Uretano,乌拉坦（氨基甲酸乙酯）,51-79-6,200-123-1
672,Acetato de 2-metoxietila,2-甲氧基乙基乙酸酯,110-49-6,203-772-9
673,Acetato de 2-etoxietila,2-乙氧基乙基乙酸酯,111-15-9,203-839-2
674,Ácido metoxiacético,甲氧基乙酸,625-45-6,210-894-6
675,"Ftalato de dibutila, exceto em produtos para as unhas de uso adulto em concentração até 15%. Proibido em produtos infantis.",exceto em produtos para as unhas de uso adulto em concentração até 15%. Proibido em produtos infantis.,84-74-2,201-557-4
676,Éter bis(2-metoxietílico),双(2-甲氧基乙基)醚,111-96-6,203-924-4
677,Ftalato de bis(2-etilhexila),邻苯二甲酸二(2-乙基己基)酯,117-81-7,204-211-0
678,Ftalato de bis(2-metoxietila),邻苯二甲酸二(2-甲氧基乙基)酯,117-82-8,204-212-6
679,Acetato de 2-metoxipropila,2-甲氧基丙基乙酸酯,70657-70-4,274-724-2
680,"2-etilhexila [[[3,5-bis(1,1-dimetiletil)-4- hidroxifenil] - metil] tio] acetato",5-bis(1,80387-97-9,279-452-8
681,"Acrilamida, salvo outras disposições contida no presente regulamento",salvo outras disposições contida no presente regulamento,79-06-1,201-173-7
682,Acrilonitrila,丙烯腈,107-13-1,203-466-5
683,2-nitropropano,2-硝基丙烷,79-46-9,201-209-1
684,"Dinosebe, seus sais e esteres, com exceção dos expressamente referidos na presente lista",seus sais e esteres,88-85-7,201-861-7
685,2-nitroanisol,2-硝基苯甲醚,91-23-6,202-052-1
686,4-nitrobifenila,4-硝基联苯,92-93-3,202-204-7
688,Binapacrilo,乐杀螨,485-31-4,207-612-9
689,2-nitronaftaleno,2-硝基萘,581-89-5,209-474-5
690,"2,3-dinitrotolueno",3-dinitrotolueno,602-01-7,210-013-5
691,5-nitroacenafteno,5-硝基苊,602-87-9,210-025-0
692,"2,6-dinitrotolueno",6-dinitrotolueno,606-20-2,210-106-0
693,"3,4-dinitrotolueno",4-dinitrotolueno,610-39-9,210-222-1
694,"3,5-dinitrotolueno",5-dinitrotolueno,618-85-9,210-566-2
695,"2,5-dinitrotolueno",5-dinitrotolueno,619-15-8,210-581-4
696,"Dinoterbe, seus sais e ésteres",seus sais e ésteres,1420-07-1,215-813-8
697,Nitrofeno,除草醚,1836-75-5,217-406-0
698,Dinitrotolueno,二硝基甲苯,25321-14-6,246-836-1
699,Diazometano,重氮甲烷,334-88-3,206-382-7
700,"1,4,5,8-tetraaminoantraquinona, (Azul Disperso 1), com exceção para uso em tinturas capilares em concentrações até 1%",4,2475-45-8,219-603-7
701,Dimetilnitrosoamina,N-亚硝基二甲胺,62-75-9,200-549-8
702,1-metil-3-nitro-1-nitrosoguanidina,N-甲基-N'-硝基-N-亚硝基胍,70-25-7,200-730-1
703,Nitrosodipropilamina,N-亚硝基二丙胺,621-64-7,210-698-0
704,"2,2'-(nitrosoimino)bisetanol",2'-(nitrosoimino)bisetanol,1116-54-7,214-237-4
705,"4,4'-Metilenodianilina",4'-Metilenodianilina,101-77-9,202-974-4
706,"Cloridrato de 4,4'-(4-iminociclohexa-2,5- dienilidenometileno)dianilina 569-61-9 / 479-73-2",4'-(4-iminociclohexa-2,209-321-2,-
707,"4,4'-metilenodi-o-toluidina",4'-metilenodi-o-toluidina,838-88-0,212-658-8
708,o-Anisidina,邻茴香胺,90-04-0,201-963-1
709,"3,3'-dimetoxibenzidina",3'-dimetoxibenzidina,119-90-4,204-355-4
710,Sais de o-dianisidina,邻联茴香胺盐,-,-
711,Corantes azóicos derivados de o-dianisidina,邻联茴香胺偶氮染料,-,611-029-00-9
712,"3,3'-diclorobenzidina",3'-diclorobenzidina,91-94-1,202-109-0
713,Dicloridrato de benzidina,联苯胺二盐酸盐,531-85-1,208-519-6
714,"Sulfato de [[1,1'-bifenil]-4,4'-diil]diamônio",1'-bifenil]-4,531-86-2,208-520-1
715,Dicloridrato de 3.3'-diclorobenzidina,3,612-83-9,210-323-0
716,Sulfato de benzidina,联苯胺硫酸盐,21136-70-9,244-236-4
717,Acetato de benzidina,联苯胺乙酸盐,36341-27-2,252-984-8
718,"Diidrogenobis(sulfato) de 3,3'-diclorobenzidina",3'-diclorobenzidina,64969-34-2,265-293-1
719,"Sulfato-de-3,3'-diclorobenzidina",3'-diclorobenzidina,74332-73-3,277-822-3
720,Corantes azóicos derivados da benzidina,联苯胺偶氮染料,-,611-024-00-1
