num,name_pt,name_zh,cas,ec
1275,"3,7-bis(dietilamino)-fenoxazín-5-io e seus sais, quando usado como substância que entra na composição de corantes capilares",7-bis(dietilamino)-fenoxazín-5-io e seus sais,47367-75-9,-
1277,"6-amino-2-(2,4-dimetilfenil)-1H- benzo[de]isoquinolina-1,3(2H)-diona (solvente amarelo 44) e seus sais, quando usado como substância que entra na composição de corantes capilares",4-dimetilfenil)-1H- benzo[de]isoquinolina-1,2478-20-8,219-607-9
1278,"1-amino-4-[[4- [(dimetilamino)metil]fenil]amino]antraquinona e seus sais, quando usado como substância que entra na composição de corantes capilares",quando usado como substância que entra na composição de corantes capilares,67905-56-0,-
1279,"Ácido lacaico (CI vermelho natural 25) e seus sais, quando usado como substância que entra na composição de corantes capilares",quando usado como substância que entra na composição de corantes capilares,60687-93-6,-
1282,"4-nitro-m-fenilenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares",quando usado como substância que entra na composição de corantes capilares,5131-58-8,225-876-3
1283,"1-amino-4-(metilamino)-9, 10-antraquinona (Violeta disperso 4) e seus sais, quando usado como substância que entra na composição de corantes capilares",10-antraquinona (Violeta disperso 4) e seus sais,1220-94-6,214-944-8
1284,"N-metil-3-nitro-p-fenilenodiamina e seus sais, quando usado em substância que entra na composição de corantes capilares",quando usado em substância que entra na composição de corantes capilares,2973-21-9,221-014-5
1285,"N1-(2-hidroxietil)-4-nitro-o-fenilenodiamina (HC Yellow n° 5) e seus sais, quando usado como substância que entra na composição de corantes capilares, em concentrações maiores que 1,6%.",quando usado como substância que entra na composição de corantes capilares,56932-44-6,260-450-0
1286,"N1-(tris(hidroximetil)) metil-4-nitro-1,",2- -N1-(三(羟甲基))甲基-4-硝基-1,2-,-
1287,"2-nitro-N-hidroxietil-p-anisidina e seus sais, quando usado como substância que entra na composição de corantes capilares",quando usado como substância que entra na composição de corantes capilares,57524-53-5,-
1288,"N,N'-dimetil-N-hidroxietil-3-nitro-p- fenilenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares",N'-dimetil-N-hidroxietil-3-nitro-p- fenilenodiamina e seus sais,10228-03-2,233-549-1
1289,"3-(N-metil-N-(4-metilamino-3-nitrofenil) amino) propano-1,2-diol e seus sais, quando usado como substância que entra na composição de corantes capilares",2-diol e seus sais,93633-79-5,403-440-5
1290,"Ácido 4-etilamino-3-nitrobenzóico e seus sais, quando usado como substância que entra na composição de corantes capilares",quando usado como substância que entra na composição de corantes capilares,2788-74-1,412-090-2
1291,"(8-[(4-amino-2-nitrofenil)azo]-7-hidroxi-2- naftil)trimetilamônio e seus sais,  (exceto o vermelho básico 118 como impureza no marrom básico 17), quando usado como substância que entra na composição de corantes capilares",(exceto o vermelho básico 118 como impureza no marrom básico 17),71134-97-9,275-216-3
1292,"5-((4-(dimetilamino) fenil) azo)-1, 4-dimetil-1H- 1,2,4-triazólio e seus sais, quando usado como substância que entra na composição de corantes capilares",4-dimetil-1H- 1,12221-52-2,-
1293,"4-(fenilazo)-m-fenilenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares",quando usado como substância que entra na composição de corantes capilares,495-54-5,207-803-7
1294,"4-metil-6-(fenilazo)-1,3-benzenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares",3-benzenodiamina e seus sais,4438-16-8,224-654-3
1295,"5-(acetilamino)-4-hidroxi-3-((2-metilfenil)azo)- ácido 2,7- naftalenodissulfônico e seus sais, quando usado como substância que entra na composição de corantes capilares",7- naftalenodissulfônico e seus sais,6441-93-6,229-231-7
1296,"4,4'-[(4-metil-1,3-fenileno)bis(azo)]bis[6-metil-1,3- benzenodiamina] (Marrom Básico 4) e seus sais, quando usado como substância que entra na composição de corantes capilares",4'-[(4-metil-1,4482-25-1,224-764-1
1297,"3-[[4-[[diamino(fenillazo)fenil]azo]-2- metilfenil]azo]-N,N,N-trimetil-benzenaminio e seus sais, quando usado como substância que entra na composição de corantes capilares","3-[[4-[[二氨基(苯基偶氮)苯基]偶氮]-2-甲基苯基]偶氮]-N,N,N-三甲基苯铵及其盐（用作染发剂成分时）",83803-99-0,280-920-9
